customerID,gender,SeniorCitizen,Partner,tenure,Contract,MonthlyCharges,TotalCharges,avg_monthly_spend,tenure_group,is_long_term_contract,Churn
8725-JEDFD,Male,0,false,27,Month-to-month,69.05,1793.25,66.42,2-4 years,0,false
3466-WAESX,Male,0,false,16,Month-to-month,69.1,1083.7,67.73,1-2 years,0,false
1086-LXKFY,Female,0,true,1,Month-to-month,69.1,69.1,69.1,0-1 year,0,true
3716-BDVDB,Male,0,false,1,Month-to-month,69.1,69.1,69.1,0-1 year,0,true
3453-RTHJQ,Male,0,false,6,Month-to-month,69.1,435.0,72.5,0-1 year,0,false
3871-IKPYH,Male,1,false,1,Month-to-month,69.1,69.1,69.1,0-1 year,0,true
7502-BNYGS,Female,0,true,46,Month-to-month,69.1,3168.0,68.87,2-4 years,0,false
3398-ZOUAA,Male,1,true,21,Month-to-month,69.1,1474.75,70.23,1-2 years,0,true
7159-FVYPK,Female,0,true,3,Month-to-month,69.15,235.0,78.33,0-1 year,0,false
7594-LZNWR,Male,1,false,34,Month-to-month,69.15,2275.1,66.91,2-4 years,0,false
8993-IZEUX,Male,0,false,7,Month-to-month,69.15,488.65,69.81,0-1 year,0,false
9701-CDXHR,Female,0,true,51,Month-to-month,69.15,3649.6,71.56,4-5 years,0,false
1447-GIQMR,Male,0,true,1,Month-to-month,69.15,69.15,69.15,0-1 year,0,true
3059-NGMXB,Male,0,true,14,Month-to-month,69.2,944.65,67.47,1-2 years,0,false
5044-LRQAQ,Female,0,true,7,Month-to-month,69.2,477.55,68.22,0-1 year,0,false
9728-FTTVZ,Female,0,false,1,Month-to-month,69.2,69.2,69.2,0-1 year,0,true
7660-HDPJV,Female,0,false,1,Month-to-month,69.2,69.2,69.2,0-1 year,0,true
7206-GZCDC,Female,1,false,1,Month-to-month,69.25,69.25,69.25,0-1 year,0,true
4704-ERYFC,Female,0,true,22,Month-to-month,69.25,1554.0,70.64,1-2 years,0,true
0679-IDSTG,Female,1,true,1,Month-to-month,69.25,69.25,69.25,0-1 year,0,true
2079-FBMZK,Female,0,false,6,Month-to-month,69.25,418.4,69.73,0-1 year,0,true
7924-GJZFI,Female,1,true,25,Month-to-month,69.3,1813.1,72.52,2-4 years,0,false
9799-CAYJJ,Female,1,true,2,Month-to-month,69.3,153.8,76.9,0-1 year,0,false
2799-ARNLO,Female,1,true,5,Month-to-month,69.35,341.6,68.32,0-1 year,0,false
3223-DWFIO,Male,1,false,4,Month-to-month,69.35,261.65,65.41,0-1 year,0,false
1399-UBQIU,Male,0,false,11,Month-to-month,69.35,712.25,64.75,0-1 year,0,false
5027-QPKTE,Male,0,true,7,Month-to-month,69.35,451.1,64.44,0-1 year,0,true
3428-XZMAZ,Male,0,false,1,Month-to-month,69.35,69.35,69.35,0-1 year,0,true
9048-JVYVF,Male,0,false,3,Month-to-month,69.35,191.35,63.78,0-1 year,0,true
6457-GIRWB,Male,0,false,1,Month-to-month,69.35,69.35,69.35,0-1 year,0,true
0013-MHZWF,Female,0,false,9,Month-to-month,69.4,571.45,63.49,0-1 year,0,false
8401-EMUWF,Male,0,true,42,Month-to-month,69.4,3058.3,72.82,2-4 years,0,false
7908-QCBCA,Female,0,true,1,Month-to-month,69.4,69.4,69.4,0-1 year,0,true
5884-GCYMI,Male,0,false,1,Month-to-month,69.4,69.4,69.4,0-1 year,0,true
6614-VBEGU,Female,0,true,24,Month-to-month,69.45,1614.05,67.25,1-2 years,0,false
6575-SUVOI,Female,1,true,25,Month-to-month,69.5,1752.65,70.11,2-4 years,0,false
3466-BYAVD,Male,0,true,15,Month-to-month,69.5,1071.4,71.43,1-2 years,0,false
6890-PFRQX,Male,0,false,18,Month-to-month,69.5,1199.4,66.63,1-2 years,0,false
5186-SAMNZ,Male,1,false,1,Month-to-month,69.5,69.5,69.5,0-1 year,0,true
8663-UPDGF,Female,0,false,26,Month-to-month,69.5,1800.05,69.23,2-4 years,0,false
5186-EJEGL,Male,0,false,9,Month-to-month,69.5,653.25,72.58,0-1 year,0,false
0488-GSLFR,Female,0,false,1,Month-to-month,69.5,69.5,69.5,0-1 year,0,true
1684-FLBGS,Female,0,true,23,Month-to-month,69.5,1652.1,71.83,1-2 years,0,false
9767-FFLEM,Male,0,false,38,Month-to-month,69.5,2625.25,69.09,2-4 years,0,false
4110-PFEUZ,Female,0,false,1,Month-to-month,69.55,69.55,69.55,0-1 year,0,true
9576-ANLXO,Female,0,false,3,Month-to-month,69.55,222.3,74.1,0-1 year,0,true
1820-TQVEV,Male,0,false,1,Month-to-month,69.55,69.55,69.55,0-1 year,0,true
8120-JDCAM,Male,0,true,4,Month-to-month,69.55,284.9,71.22,0-1 year,0,false
0455-XFASS,Female,0,true,3,Month-to-month,69.55,200.2,66.73,0-1 year,0,false
4291-SHSBH,Male,0,false,7,Month-to-month,69.55,521.35,74.48,0-1 year,0,false
2506-TNFCO,Female,1,true,1,Month-to-month,69.55,69.55,69.55,0-1 year,0,true
8375-DKEBR,Female,1,false,1,Month-to-month,69.6,69.6,69.6,0-1 year,0,true
6429-SHBCB,Male,0,false,19,Month-to-month,69.6,1394.55,73.4,1-2 years,0,false
2636-ALXXZ,Female,1,false,1,Month-to-month,69.6,69.6,69.6,0-1 year,0,true
5276-KQWHG,Female,1,false,2,Month-to-month,69.6,131.65,65.83,0-1 year,0,true
7665-TOALD,Female,0,false,1,Month-to-month,69.6,69.6,69.6,0-1 year,0,true
4983-CCWMC,Male,0,false,3,Month-to-month,69.6,207.4,69.13,0-1 year,0,false
6502-MJQAE,Male,0,false,1,Month-to-month,69.6,69.6,69.6,0-1 year,0,true
7538-GWHML,Female,0,false,2,Month-to-month,69.65,145.15,72.58,0-1 year,0,true
6557-BZXLQ,Male,1,false,16,Month-to-month,69.65,1043.3,65.21,1-2 years,0,false
8062-YBDOE,Male,1,false,1,Month-to-month,69.65,69.65,69.65,0-1 year,0,true
4871-JTKJF,Female,1,false,1,Month-to-month,69.65,69.65,69.65,0-1 year,0,true
4550-EVXNY,Female,0,false,1,Month-to-month,69.65,69.65,69.65,0-1 year,0,true
7798-JVXYM,Female,0,false,14,Month-to-month,69.65,921.4,65.81,1-2 years,0,false
7254-IQWOZ,Male,0,false,1,Month-to-month,69.65,69.65,69.65,0-1 year,0,true
4919-MOAVT,Male,0,false,3,Month-to-month,69.65,220.1,73.37,0-1 year,0,true
6047-YHPVI,Male,0,false,5,Month-to-month,69.7,316.9,63.38,0-1 year,0,true
4482-EWFMI,Female,0,false,2,Month-to-month,69.7,135.2,67.6,0-1 year,0,false
3701-SFMUH,Male,0,true,7,Month-to-month,69.7,516.15,73.74,0-1 year,0,false
2178-PMGCJ,Male,0,false,22,Month-to-month,69.7,1490.4,67.75,1-2 years,0,false
3999-QGRJH,Male,1,false,8,Month-to-month,69.7,560.85,70.11,0-1 year,0,true
1016-DJTSV,Male,1,false,8,Month-to-month,69.7,572.85,71.61,0-1 year,0,false
4501-EQDRN,Female,0,false,1,Month-to-month,69.7,69.7,69.7,0-1 year,0,true
5760-WRAHC,Female,1,false,22,Month-to-month,69.75,1545.4,70.25,1-2 years,0,false
8329-GWVPJ,Female,0,true,50,Month-to-month,69.75,3557.7,71.15,4-5 years,0,false
4883-QICIH,Male,0,true,32,Month-to-month,69.75,2347.9,73.37,2-4 years,0,true
6166-ILMNY,Female,0,false,2,Month-to-month,69.75,144.55,72.28,0-1 year,0,true
2058-DCJBE,Male,0,false,5,Month-to-month,69.75,324.6,64.92,0-1 year,0,true
1084-UQCHV,Male,0,false,1,Month-to-month,69.75,69.75,69.75,0-1 year,0,true
5539-TMZLF,Male,1,false,1,Month-to-month,69.75,69.75,69.75,0-1 year,0,true
7504-UWHNB,Male,0,false,25,Month-to-month,69.75,1729.35,69.17,2-4 years,0,false
4510-HIMLV,Male,0,false,1,Month-to-month,69.8,69.8,69.8,0-1 year,0,true
2897-DOVND,Male,0,false,2,Month-to-month,69.8,146.65,73.33,0-1 year,0,false
8630-FJLIB,Female,0,false,18,Month-to-month,69.8,1221.65,67.87,1-2 years,0,false
0599-XNYDO,Female,0,true,20,Month-to-month,69.8,1540.35,77.02,1-2 years,0,false
5134-IKDAY,Female,0,true,1,Month-to-month,69.8,69.8,69.8,0-1 year,0,true
7326-RIGQZ,Male,0,true,6,Month-to-month,69.8,377.85,62.98,0-1 year,0,false
5832-XKAES,Male,0,false,2,Month-to-month,69.8,134.7,67.35,0-1 year,0,true
5605-IYGFG,Female,0,false,7,Month-to-month,69.85,515.45,73.64,0-1 year,0,false
7245-NIIWQ,Female,0,false,3,Month-to-month,69.85,199.85,66.62,0-1 year,0,false
0603-OLQDC,Male,0,false,12,Month-to-month,69.85,837.5,69.79,0-1 year,0,false
4603-JANFB,Male,0,false,1,Month-to-month,69.85,69.85,69.85,0-1 year,0,true
5550-VFRLC,Female,1,false,1,Month-to-month,69.85,69.85,69.85,0-1 year,0,true
5875-YPQFJ,Male,0,false,1,Month-to-month,69.9,69.9,69.9,0-1 year,0,true
9804-ICWBG,Male,0,false,1,Month-to-month,69.9,69.9,69.9,0-1 year,0,true
8097-VBQTZ,Male,0,false,54,Month-to-month,69.9,3883.3,71.91,4-5 years,0,false
5542-TBBWB,Male,0,false,1,Month-to-month,69.9,69.9,69.9,0-1 year,0,false
0958-YHXGP,Female,0,false,7,Month-to-month,69.9,497.3,71.04,0-1 year,0,false
1062-LHZOD,Male,0,true,1,Month-to-month,69.9,69.9,69.9,0-1 year,0,true
0330-IVZHA,Female,0,true,5,Month-to-month,69.95,330.15,66.03,0-1 year,0,true
7459-IMVYU,Male,0,false,38,Month-to-month,69.95,2657.55,69.94,2-4 years,0,false
8000-REIQB,Female,1,false,1,Month-to-month,69.95,69.95,69.95,0-1 year,0,true
9796-BPKIW,Male,1,false,8,Month-to-month,69.95,562.7,70.34,0-1 year,0,false
6692-YQHXC,Male,0,false,16,Month-to-month,69.95,1205.5,75.34,1-2 years,0,false
5600-KTXFM,Male,0,true,2,Month-to-month,69.95,143.9,71.95,0-1 year,0,false
2920-RNCEZ,Male,0,true,1,Month-to-month,69.95,69.95,69.95,0-1 year,0,false
3066-RRJIO,Female,0,false,1,Month-to-month,69.95,69.95,69.95,0-1 year,0,true
3799-ISUZQ,Male,0,true,7,Month-to-month,69.95,529.5,75.64,0-1 year,0,true
7153-OANIO,Male,0,false,1,Month-to-month,69.95,69.95,69.95,0-1 year,0,true
9389-ACWBI,Female,0,true,5,Month-to-month,69.95,320.4,64.08,0-1 year,0,false
5583-SXDAG,Male,0,true,1,Month-to-month,70.0,70.0,70.0,0-1 year,0,true
3509-GWQGF,Male,1,false,24,Month-to-month,70.0,1732.6,72.19,1-2 years,0,false
6641-XRPSU,Female,0,false,34,Month-to-month,70.0,2416.1,71.06,2-4 years,0,true
2482-CZGBB,Male,0,false,10,Month-to-month,70.0,740.0,74.0,0-1 year,0,true
3884-HCSWG,Female,0,false,17,Month-to-month,70.0,1144.5,67.32,1-2 years,0,true
1853-UDXBW,Male,0,true,1,Month-to-month,70.0,70.0,70.0,0-1 year,0,true
4512-ZUIYL,Female,0,false,2,Month-to-month,70.0,153.05,76.53,0-1 year,0,true
1304-BCCFO,Male,0,true,9,Month-to-month,70.05,564.4,62.71,0-1 year,0,false
6705-LXORM,Female,1,true,5,Month-to-month,70.05,302.6,60.52,0-1 year,0,false
3494-JCHRQ,Male,0,false,1,Month-to-month,70.05,70.05,70.05,0-1 year,0,true
9603-OAIHC,Male,1,false,1,Month-to-month,70.05,70.05,70.05,0-1 year,0,false
2608-BHKFN,Female,0,false,4,Month-to-month,70.05,266.9,66.72,0-1 year,0,true
1768-HNVGJ,Female,1,false,45,Month-to-month,70.05,3062.45,68.05,2-4 years,0,false
6715-OFDBP,Male,0,false,5,Month-to-month,70.05,346.4,69.28,0-1 year,0,true
5895-QSXOD,Male,0,false,9,Month-to-month,70.05,657.5,73.06,0-1 year,0,false
5931-FLJJF,Male,1,true,7,Month-to-month,70.1,467.55,66.79,0-1 year,0,true
2262-SLNVK,Female,0,false,1,Month-to-month,70.1,70.1,70.1,0-1 year,0,false
9540-JYROE,Male,0,false,8,Month-to-month,70.1,551.35,68.92,0-1 year,0,true
4702-IOQDC,Female,0,false,1,Month-to-month,70.1,70.1,70.1,0-1 year,0,true
6379-RXJRQ,Male,0,true,10,Month-to-month,70.1,659.65,65.97,0-1 year,0,true
0328-GRPMV,Female,0,false,1,Month-to-month,70.1,70.1,70.1,0-1 year,0,true
5119-NZPTV,Male,1,true,2,Month-to-month,70.1,141.65,70.83,0-1 year,0,false
9408-SSNVZ,Female,0,false,4,Month-to-month,70.15,268.35,67.09,0-1 year,0,true
6077-BDPXA,Female,0,false,3,Month-to-month,70.15,194.2,64.73,0-1 year,0,false
9272-LSVYH,Male,0,false,10,Month-to-month,70.15,735.5,73.55,0-1 year,0,false
1846-XWOQN,Female,1,false,1,Month-to-month,70.15,70.15,70.15,0-1 year,0,true
9506-UXUSK,Male,0,false,13,Month-to-month,70.15,931.75,71.67,1-2 years,0,false
7394-LWLYN,Female,0,false,2,Month-to-month,70.15,123.8,61.9,0-1 year,0,false
2619-WFQWU,Female,0,false,1,Month-to-month,70.15,70.15,70.15,0-1 year,0,true
2398-YPMUR,Female,1,true,13,Month-to-month,70.15,916.75,70.52,1-2 years,0,true
9985-MWVIX,Female,0,false,1,Month-to-month,70.15,70.15,70.15,0-1 year,0,true
7562-UXTPG,Female,0,false,13,Month-to-month,70.15,886.7,68.21,1-2 years,0,false
2501-XWWTZ,Male,0,false,11,Month-to-month,70.2,760.05,69.1,0-1 year,0,false
7296-PIXQY,Female,0,true,14,Month-to-month,70.2,1046.5,74.75,1-2 years,0,false
2568-BRGYX,Male,0,false,4,Month-to-month,70.2,237.95,59.49,0-1 year,0,true
7206-PQBBZ,Male,1,true,11,Month-to-month,70.2,834.7,75.88,0-1 year,0,false
2260-USTRB,Female,1,false,2,Month-to-month,70.2,115.95,57.98,0-1 year,0,true
7044-YAACC,Male,1,true,4,Month-to-month,70.2,280.35,70.09,0-1 year,0,false
9605-WGJVW,Female,1,false,1,Month-to-month,70.2,70.2,70.2,0-1 year,0,false
2815-CPTUL,Male,1,false,5,Month-to-month,70.25,331.9,66.38,0-1 year,0,true
1640-PLFMP,Female,0,false,1,Month-to-month,70.25,70.25,70.25,0-1 year,0,false
3244-DCJWY,Female,0,false,1,Month-to-month,70.25,70.25,70.25,0-1 year,0,true
9633-XQABV,Female,0,false,3,Month-to-month,70.25,229.7,76.57,0-1 year,0,false
1041-RXHRA,Female,0,false,41,Month-to-month,70.25,2868.05,69.95,2-4 years,0,true
7379-POKDZ,Male,0,true,3,Month-to-month,70.3,208.85,69.62,0-1 year,0,true
3234-VKACU,Male,0,false,2,Month-to-month,70.3,132.4,66.2,0-1 year,0,false
7217-JYHOQ,Male,0,true,24,Month-to-month,70.3,1706.45,71.1,1-2 years,0,false
2884-GBPFB,Female,0,true,35,Month-to-month,70.3,2416.55,69.04,2-4 years,0,true
5976-JCJRH,Male,0,true,10,Month-to-month,70.3,738.2,73.82,0-1 year,0,true
4029-HPFVY,Male,0,false,3,Month-to-month,70.3,220.4,73.47,0-1 year,0,false
9717-QEBGU,Male,0,false,2,Month-to-month,70.3,144.0,72.0,0-1 year,0,false
6653-CBBOM,Female,0,false,1,Month-to-month,70.3,70.3,70.3,0-1 year,0,true
6168-WFVVF,Female,1,false,3,Month-to-month,70.3,235.5,78.5,0-1 year,0,true
1363-TXLSL,Male,1,true,1,Month-to-month,70.3,70.3,70.3,0-1 year,0,true
2446-PLQVO,Male,0,false,1,Month-to-month,70.3,70.3,70.3,0-1 year,0,true
5804-LEPIM,Female,1,false,2,Month-to-month,70.35,139.05,69.53,0-1 year,0,true
7147-AYBAA,Male,0,false,37,Month-to-month,70.35,2552.9,69.0,2-4 years,0,false
7321-VGNKU,Female,0,true,2,Month-to-month,70.35,120.25,60.13,0-1 year,0,false
7465-ZZRVX,Male,0,false,1,Month-to-month,70.35,70.35,70.35,0-1 year,0,false
5442-BHQNG,Female,0,false,2,Month-to-month,70.35,139.25,69.63,0-1 year,0,false
4726-DLWQN,Male,1,false,50,Month-to-month,70.35,3454.6,69.09,4-5 years,0,false
4629-NRXKX,Female,0,true,2,Month-to-month,70.4,147.15,73.58,0-1 year,0,true
4763-PGDPO,Female,0,false,4,Month-to-month,70.4,281.0,70.25,0-1 year,0,true
3211-ILJTT,Male,0,true,17,Month-to-month,70.4,1214.05,71.41,1-2 years,0,true
2055-PDADH,Female,1,false,3,Month-to-month,70.4,204.7,68.23,0-1 year,0,true
4759-TRPLW,Male,0,false,1,Month-to-month,70.4,70.4,70.4,0-1 year,0,true
4067-HLYQI,Female,0,false,33,Month-to-month,70.4,2406.1,72.91,2-4 years,0,false
2905-KFQUV,Female,0,true,2,Month-to-month,70.4,154.8,77.4,0-1 year,0,false
0390-DCFDQ,Female,1,true,1,Month-to-month,70.45,70.45,70.45,0-1 year,0,true
2294-DMMUS,Female,0,true,62,Month-to-month,70.45,4300.45,69.36,5+ years,0,false
2585-KTFRE,Male,0,false,1,Month-to-month,70.45,70.45,70.45,0-1 year,0,false
0515-YPMCW,Male,0,false,1,Month-to-month,70.45,70.45,70.45,0-1 year,0,true
6078-VESFR,Male,1,true,13,Month-to-month,70.45,849.1,65.32,1-2 years,0,false
6017-PPLPX,Male,0,true,20,Month-to-month,70.45,1470.95,73.55,1-2 years,0,true
8270-RKSAP,Male,0,false,9,Month-to-month,70.5,597.9,66.43,0-1 year,0,false
3496-LFSZU,Male,0,true,4,Month-to-month,70.5,294.2,73.55,0-1 year,0,false
5527-ACHSO,Female,0,false,11,Month-to-month,70.5,829.3,75.39,0-1 year,0,false
1915-IOFGU,Female,0,false,1,Month-to-month,70.5,70.5,70.5,0-1 year,0,true
9584-EXCDZ,Female,0,false,17,Month-to-month,70.5,1165.6,68.56,1-2 years,0,false
1047-NNCBF,Male,0,false,20,Month-to-month,70.55,1493.55,74.68,1-2 years,0,false
9365-SRSZE,Male,1,true,27,Month-to-month,70.55,1943.9,72.0,2-4 years,0,false
8051-HJRLT,Female,1,false,1,Month-to-month,70.55,70.55,70.55,0-1 year,0,true
1732-VHUBQ,Female,1,true,47,Month-to-month,70.55,3309.25,70.41,2-4 years,0,true
9620-ENEJV,Female,0,false,6,Month-to-month,70.55,433.95,72.33,0-1 year,0,false
9112-WSNPU,Female,1,false,35,Month-to-month,70.55,2419.0,69.11,2-4 years,0,false
5940-AHUHD,Male,0,false,1,Month-to-month,70.6,70.6,70.6,0-1 year,0,true
8309-IEYJD,Female,1,false,1,Month-to-month,70.6,70.6,70.6,0-1 year,0,false
9617-INGJY,Male,0,false,1,Month-to-month,70.6,70.6,70.6,0-1 year,0,false
5376-DEQCP,Female,0,false,1,Month-to-month,70.6,70.6,70.6,0-1 year,0,true
1996-DBMUS,Female,1,true,48,Month-to-month,70.65,3545.05,73.86,2-4 years,0,false
0644-OQMDK,Male,1,false,4,Month-to-month,70.65,293.85,73.46,0-1 year,0,false
4342-HENTK,Female,1,false,2,Month-to-month,70.65,142.35,71.17,0-1 year,0,true
1122-JWTJW,Male,0,true,1,Month-to-month,70.65,70.65,70.65,0-1 year,0,true
9237-HQITU,Female,0,false,2,Month-to-month,70.7,151.65,75.83,0-1 year,0,true
3717-OEAUQ,Male,0,false,2,Month-to-month,70.7,129.2,64.6,0-1 year,0,false
7967-HYCDE,Male,0,false,8,Month-to-month,70.7,553.4,69.17,0-1 year,0,false
8835-VSDSE,Female,0,true,2,Month-to-month,70.7,141.45,70.72,0-1 year,0,true
5028-GZLDO,Male,0,false,2,Month-to-month,70.7,140.7,70.35,0-1 year,0,true
5032-MIYKT,Female,0,false,1,Month-to-month,70.7,70.7,70.7,0-1 year,0,false
0734-OXWBT,Male,0,false,3,Month-to-month,70.7,225.65,75.22,0-1 year,0,false
9722-UJOJR,Male,0,true,29,Month-to-month,70.75,1974.8,68.1,2-4 years,0,true
3866-MDTUB,Female,0,false,2,Month-to-month,70.75,146.9,73.45,0-1 year,0,true
0519-XUZJU,Female,0,false,1,Month-to-month,70.75,70.75,70.75,0-1 year,0,true
9210-IAHGH,Female,0,false,7,Month-to-month,70.75,450.8,64.4,0-1 year,0,true
0685-MLYYM,Female,1,false,2,Month-to-month,70.75,154.85,77.42,0-1 year,0,true
0968-GSIKN,Female,0,false,1,Month-to-month,70.8,70.8,70.8,0-1 year,0,true
9432-VOFYX,Male,0,false,17,Month-to-month,70.8,1207.0,71.0,1-2 years,0,false
0812-WUPTB,Male,1,true,1,Month-to-month,70.85,70.85,70.85,0-1 year,0,true
1031-IIDEO,Female,0,false,1,Month-to-month,70.85,70.85,70.85,0-1 year,0,true
3376-BMGFE,Female,0,false,4,Month-to-month,70.9,273.0,68.25,0-1 year,0,true
0151-ONTOV,Female,0,false,1,Month-to-month,70.9,70.9,70.9,0-1 year,0,true
2115-BFTIW,Male,0,false,25,Month-to-month,70.95,1767.35,70.69,2-4 years,0,true
3721-CNEYS,Female,0,false,2,Month-to-month,70.95,137.95,68.97,0-1 year,0,true
7409-KIUTL,Female,1,false,1,Month-to-month,71.0,71.0,71.0,0-1 year,0,true
3677-TNKIO,Female,0,false,14,Month-to-month,71.0,914.0,65.29,1-2 years,0,true
3422-LYEPQ,Male,0,true,1,Month-to-month,71.0,71.0,71.0,0-1 year,0,true
3627-FCRDW,Female,0,false,9,Month-to-month,71.0,672.55,74.73,0-1 year,0,true
5136-RGMZO,Male,0,false,31,Month-to-month,71.05,2168.15,69.94,2-4 years,0,false
3923-CSIHK,Female,1,true,50,Month-to-month,71.05,3444.85,68.9,4-5 years,0,true
1077-HUUJM,Female,0,false,7,Month-to-month,71.05,472.65,67.52,0-1 year,0,false
8851-RAGOV,Female,0,true,25,Month-to-month,71.05,1837.7,73.51,2-4 years,0,false
8040-MNRTF,Female,0,false,1,Month-to-month,71.1,71.1,71.1,0-1 year,0,false
1769-GRUIK,Female,0,false,18,Month-to-month,71.1,1247.75,69.32,1-2 years,0,false
0511-JTEOY,Female,0,false,1,Month-to-month,71.1,71.1,71.1,0-1 year,0,true
4080-OGPJL,Female,0,false,8,Month-to-month,71.15,563.65,70.46,0-1 year,0,true
9488-HGMJH,Female,1,false,1,Month-to-month,71.15,71.15,71.15,0-1 year,0,true
3878-AVSOQ,Female,1,false,1,Month-to-month,71.25,71.25,71.25,0-1 year,0,false
4450-DLLMH,Male,0,false,2,Month-to-month,71.3,157.75,78.88,0-1 year,0,false
6927-WTFIV,Male,1,false,20,Month-to-month,71.3,1389.2,69.46,1-2 years,0,true
1410-RSCMR,Male,0,true,7,Month-to-month,71.35,515.75,73.68,0-1 year,0,false
3177-LASXD,Female,0,false,1,Month-to-month,71.35,71.35,71.35,0-1 year,0,true
7136-IHZJA,Female,0,true,40,Month-to-month,71.35,2847.2,71.18,2-4 years,0,false
8042-JVNFH,Male,0,false,1,Month-to-month,71.35,71.35,71.35,0-1 year,0,true
0106-GHRQR,Male,0,false,16,Month-to-month,71.4,1212.1,75.76,1-2 years,0,false
3420-ZDBMA,Male,1,false,5,Month-to-month,71.45,371.6,74.32,0-1 year,0,false
6140-QNRQQ,Male,0,false,1,Month-to-month,71.55,71.55,71.55,0-1 year,0,true
8910-LEDAG,Male,1,true,34,Month-to-month,71.55,2427.35,71.39,2-4 years,0,false
1352-VHKAJ,Male,0,true,27,Month-to-month,71.6,1957.1,72.49,2-4 years,0,false
8380-PEFPE,Male,0,false,1,Month-to-month,71.65,71.65,71.65,0-1 year,0,true
0508-OOLTO,Female,0,true,2,Month-to-month,71.65,135.75,67.88,0-1 year,0,false
8644-XLFBW,Male,1,false,1,Month-to-month,71.65,71.65,71.65,0-1 year,0,true
3755-JBMNH,Male,1,true,16,Month-to-month,71.8,1167.8,72.99,1-2 years,0,true
9822-BIIGN,Male,0,true,53,Month-to-month,71.85,3827.9,72.22,4-5 years,0,false
4931-TRZWN,Female,0,false,13,Month-to-month,71.95,923.85,71.07,1-2 years,0,false
0021-IKXGC,Female,1,false,1,Month-to-month,72.1,72.1,72.1,0-1 year,0,false
6331-LWDTQ,Male,0,false,10,Month-to-month,72.15,794.25,79.42,0-1 year,0,true
8111-RKSPX,Male,0,false,4,Month-to-month,72.2,305.55,76.39,0-1 year,0,true
9819-FBNSV,Male,1,true,37,Month-to-month,72.25,2575.45,69.61,2-4 years,0,false
4489-SNOJF,Female,0,true,35,Month-to-month,72.25,2568.55,73.39,2-4 years,0,true
9518-IMLHK,Male,0,false,31,Month-to-month,72.45,2156.25,69.56,2-4 years,0,false
3295-YVUSR,Male,1,false,2,Month-to-month,72.6,154.3,77.15,0-1 year,0,false
4547-LYTDD,Female,0,false,16,Month-to-month,72.65,1194.3,74.64,1-2 years,0,true
2616-UUTFK,Male,0,true,33,Month-to-month,72.75,2447.45,74.17,2-4 years,0,false
0581-BXBUB,Female,1,false,4,Month-to-month,72.75,317.75,79.44,0-1 year,0,false
5924-IFQTT,Male,0,true,13,Month-to-month,72.8,930.05,71.54,1-2 years,0,false
7128-GGCNO,Male,0,false,46,Month-to-month,72.8,3249.4,70.64,2-4 years,0,false
1907-UBQFC,Male,1,false,10,Month-to-month,72.85,688.65,68.86,0-1 year,0,true
1391-UBDAR,Male,0,false,11,Month-to-month,72.9,818.45,74.4,0-1 year,0,false
0260-ZDLGK,Female,0,false,9,Month-to-month,72.9,651.4,72.38,0-1 year,0,true
7693-QPEFS,Male,1,false,52,Month-to-month,72.95,3829.75,73.65,4-5 years,0,false
1977-STDKI,Female,1,false,1,Month-to-month,73.0,73.0,73.0,0-1 year,0,true
5949-HGVJL,Female,0,true,26,Month-to-month,73.05,1959.5,75.37,2-4 years,0,false
2101-RANCD,Female,0,false,55,Month-to-month,73.1,4144.9,75.36,4-5 years,0,false
9903-LYSAB,Male,0,true,18,Month-to-month,73.15,1305.95,72.55,1-2 years,0,false
8149-AIQCG,Male,0,false,39,Month-to-month,73.15,2730.85,70.02,2-4 years,0,false
7517-SAWMO,Female,0,true,19,Month-to-month,73.2,1441.1,75.85,1-2 years,0,true
7916-VCCPB,Female,0,true,16,Month-to-month,73.25,1195.75,74.73,1-2 years,0,false
6221-AVQYL,Male,0,false,2,Month-to-month,73.25,131.05,65.53,0-1 year,0,true
8224-DWCKX,Male,1,false,12,Month-to-month,73.3,828.05,69.0,0-1 year,0,false
0550-DCXLH,Male,0,false,13,Month-to-month,73.35,931.55,71.66,1-2 years,0,false
9747-DDZOS,Female,0,false,1,Month-to-month,73.5,73.5,73.5,0-1 year,0,true
5108-ADXWO,Male,0,false,11,Month-to-month,73.5,791.75,71.98,0-1 year,0,true
8541-QVFKM,Female,0,false,8,Month-to-month,73.5,632.2,79.03,0-1 year,0,false
6513-EECDB,Male,1,true,1,Month-to-month,73.55,73.55,73.55,0-1 year,0,true
6360-SVNWV,Female,1,false,31,Month-to-month,73.55,2094.65,67.57,2-4 years,0,false
0650-BWOZN,Female,1,false,18,Month-to-month,73.55,1359.45,75.53,1-2 years,0,false
2983-ZANRP,Female,0,true,2,Month-to-month,73.55,145.4,72.7,0-1 year,0,true
5921-NGYRH,Male,0,true,64,Month-to-month,73.55,4764.0,74.44,5+ years,0,false
6390-DSAZX,Female,0,false,1,Month-to-month,73.6,73.6,73.6,0-1 year,0,true
8617-ENBDS,Male,0,false,3,Month-to-month,73.6,232.5,77.5,0-1 year,0,false
1196-AMORA,Male,0,false,7,Month-to-month,73.6,520.0,74.29,0-1 year,0,true
0947-MUGVO,Male,1,true,20,Month-to-month,73.65,1463.5,73.17,1-2 years,0,true
2474-LCNUE,Female,0,true,23,Month-to-month,73.65,1642.75,71.42,1-2 years,0,false
8473-VUVJN,Male,1,false,1,Month-to-month,73.65,73.65,73.65,0-1 year,0,true
